CPU Usage Core 0,CPU Usage Core 1,CPU Usage Core 2,CPU Usage Core 3,Time Elapsed,Network Bandwidth,Network Usage Percentage
"[100.0, 0.0, 12.2, 8.0, 100.0, 15.0, 0.0, 77.6, 1.0, 23.8, 14.0, 23.0, 14.0, 0.0, 0.0, 8.5, 11.5, 10.6, 0.0, 13.3, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",-4.982948303222656e-05,-0.0,-0.0
